Greek_Word	Ln_Decimal_Code	Total_Unique_References	Refs
ἐκείναις	92.30	5	LUK 21:23!10; LUK 2:1!6; LUK 4:2!14; LUK 5:35!14; LUK 9:36!17
ἐκείνη	92.30	1	LUK 21:34!23
ἐκείνην	92.30	1	LUK 15:14!11
ἐκείνης	83.2	1	LUK 19:4!13
ἐκείνης	92.30	4	LUK 15:15!9; LUK 19:4!13; LUK 6:49!30; LUK 9:5!11
ἐκείνου	92.30	3	LUK 11:26!20; LUK 12:46!6; LUK 20:35!6
ἐκείνους	92.30	1	LUK 8:32!18
ἐκείνων	92.30	1	LUK 14:24!8
ἐκείνῃ	92.30	8	LUK 10:12!14; LUK 10:12!8; LUK 10:31!10; LUK 17:31!2; LUK 18:3!7; LUK 6:23!3; LUK 6:48!24; LUK 7:21!2
ἐκείνῳ	92.30	1	LUK 22:22!15
ἐκεῖ	83.2	15	LUK 10:6!4; LUK 11:26!13; LUK 12:18!14; LUK 12:34!7; LUK 13:28!1; LUK 15:13!16; LUK 17:23!5; LUK 17:37!14; LUK 21:2!7; LUK 22:12!7; LUK 23:33!10; LUK 2:6!7; LUK 6:6!16; LUK 8:32!3; LUK 9:4!7
ἐκεῖθεν	84.10	3	LUK 12:59!6; LUK 16:26!22; LUK 9:4!10
ἐκεῖνοι	92.30	3	LUK 12:37!4; LUK 12:38!16; LUK 13:4!2
ἐκεῖνον	92.30	2	LUK 18:14!11; LUK 20:18!5
ἐκεῖνος	92.30	3	LUK 12:43!4; LUK 12:45!6; LUK 12:47!1
ἐκζητηθήσεται	56.9	1	LUK 11:51!18
ἐκζητηθῇ	56.9	1	LUK 11:50!2
ἐκινδύνευον	21.2	1	LUK 8:23!15
ἐκκεχυμένον	14.18	1	LUK 11:50!9
ἐκκεχυμένον	23.112	1	LUK 11:50!9
ἐκκόπτεται	19.18	1	LUK 3:9!19
ἐκκόψεις	19.18	1	LUK 13:9!11
ἐκλήθη	33.129	1	LUK 2:21!10
ἐκλίπῃ	57.46	1	LUK 16:9!15
ἐκλίπῃ	68.36	1	LUK 22:32!8
ἐκλαύσατε	25.138	1	LUK 7:32!21
ἐκλείσθη	79.112	1	LUK 4:25!17
ἐκλεκτός	30.93	1	LUK 23:35!24
ἐκλεκτῶν	30.93	1	LUK 18:7!10
ἐκλελεγμένος	30.92	1	LUK 9:35!14
ἐκλεξάμενος	30.92	1	LUK 6:13!10
ἐκλιπόντος	68.36	1	LUK 23:45!3
ἐκολλήθη	34.22	1	LUK 15:15!3
ἐκπειράζων	27.31	1	LUK 10:25!6
ἐκπειράζων	27.46	1	LUK 10:25!6
ἐκπειράζων	88.308	1	LUK 10:25!6
ἐκπειράσεις	27.46	1	LUK 4:12!10
ἐκπορευομένοις	15.40	2	LUK 3:7!4; LUK 4:22!13
ἐκραταιοῦτο	23.134	1	LUK 2:40!6
ἐκραταιοῦτο	76.10	1	LUK 1:80!6
ἐκρατοῦντο	37.16	1	LUK 24:16!5
ἐκρύβη	28.79	1	LUK 19:42!16
ἐκτείνας	16.19	1	LUK 5:13!2
ἐκτελέσαι	68.22	2	LUK 14:29!9; LUK 14:30!11
ἐκτενέστερον	25.71	1	LUK 22:44!5
ἐκφυγεῖν	21.14	1	LUK 21:36!9
ἐκχυθήσεται	14.18	1	LUK 5:37!21
ἐκχυννόμενον	14.18	1	LUK 22:20!22
ἐκχυννόμενον	23.112	1	LUK 22:20!22
ἐκχωρείτωσαν	15.41	1	LUK 21:21!15
ἐκωλύομεν	13.146	1	LUK 9:49!15
ἐκωλύσατε	13.146	1	LUK 11:52!17
ἐκόπτοντο	52.1	2	LUK 23:27!11; LUK 8:52!5
ἐλάβομεν	18.1	1	LUK 5:5!11
ἐλάλει	33.70	4	LUK 1:64!12; LUK 24:32!14; LUK 2:38!10; LUK 9:11!10
ἐλάλησα	33.70	1	LUK 24:44!10
ἐλάλησαν	33.70	1	LUK 24:25!17
ἐλάλησεν	33.70	5	LUK 11:14!11; LUK 1:55!2; LUK 1:70!2; LUK 24:6!8; LUK 2:50!8
ἐλάλουν	33.70	1	LUK 2:15!14
ἐλάχιστον	65.57	1	LUK 12:26!4
ἐλέγετε	33.69	1	LUK 17:6!11
ἐλέησον	88.76	1	LUK 17:13!8
ἐλέησόν	88.76	3	LUK 16:24!7; LUK 18:38!7; LUK 18:39!15
ἐλέους	88.76	2	LUK 1:54!6; LUK 1:78!3
ἐλήλυθα	15.81	1	LUK 5:32!2
ἐλήλυθεν	15.81	2	LUK 7:33!1; LUK 7:34!1
ἐλαίου	6.202	1	LUK 16:6!6
ἐλαίῳ	6.202	1	LUK 7:46!1
ἐλαλήθη	33.70	1	LUK 2:20!17
ἐλαλήσατε	33.91	1	LUK 12:3!17
ἐλαχίστῳ	87.66	3	LUK 16:10!13; LUK 16:10!4; LUK 19:17!9
ἐλεγχόμενος	33.417	1	LUK 3:19!6
ἐλεημοσύνην	57.112	2	LUK 11:41!5; LUK 12:33!7
ἐλεύσεται	15.81	1	LUK 20:16!1
ἐλεύσονται	13.117	2	LUK 21:6!4; LUK 5:35!1
ἐλεύσονται	15.81	1	LUK 21:8!9
ἐληλυθότες	15.81	1	LUK 5:17!19
ἐλθέτω	13.117	1	LUK 11:2!12
ἐλθεῖν	13.117	1	LUK 17:1!13
ἐλθεῖν	15.81	3	LUK 14:1!5; LUK 14:20!11; LUK 7:7!7
ἐλθόντας	15.81	1	LUK 5:7!10
ἐλθόντος	15.81	1	LUK 12:36!15
ἐλθὸν	15.81	1	LUK 11:25!2
ἐλθὼν	13.50	1	LUK 15:17!4
ἐλθὼν	15.81	10	LUK 10:32!8; LUK 12:37!6; LUK 12:43!6; LUK 14:9!2; LUK 15:6!2; LUK 18:8!15; LUK 19:23!12; LUK 22:45!6; LUK 7:3!15; LUK 8:51!1
ἐλογίσθη	31.1	1	LUK 22:37!16
ἐλπίζετε	30.54	1	LUK 6:34!6
ἐμέ	92.1	4	LUK 1:43!13; LUK 22:53!15; LUK 23:28!13; LUK 4:18!4
ἐμήνυσεν	33.209	1	LUK 20:37!8
ἐμίσουν	88.198	1	LUK 19:14!5
ἐμαρτύρουν	33.263	1	LUK 4:22!3
ἐμαυτὸν	92.3	2	LUK 7:7!3; LUK 7:8!11
ἐμβαλεῖν	85.35	1	LUK 12:5!13
ἐμβλέψας	24.9	1	LUK 20:17!3
ἐμβὰς	15.95	2	LUK 5:3!1; LUK 8:37!20
ἐμεγάλυνεν	79.124	1	LUK 1:58!10
ἐμνήσθησαν	29.7	1	LUK 24:8!2
ἐμνηστευμένην	34.74	1	LUK 1:27!3
ἐμνηστευμένῃ	34.74	1	LUK 2:5!5
ἐμοί	92.1	2	LUK 22:37!11; LUK 7:23!9
ἐμοὶ	92.1	4	LUK 12:8!9; LUK 15:29!19; LUK 4:6!17; LUK 8:28!13
ἐμοὺς	92.2	1	LUK 9:26!8
ἐμοῦ	92.1	19	LUK 10:16!4; LUK 11:23!14; LUK 11:23!5; LUK 11:23!7; LUK 11:7!18; LUK 12:13!15; LUK 13:27!11; LUK 15:31!9; LUK 16:3!17; LUK 22:21!9; LUK 22:28!7; LUK 22:37!21; LUK 22:42!10; LUK 23:43!9; LUK 24:44!32; LUK 4:7!6; LUK 5:8!12; LUK 8:46!14; LUK 9:24!19
ἐμπαίζειν	33.406	1	LUK 14:29!15
ἐμπαίξας	33.406	1	LUK 23:11!12
ἐμπαιχθήσεται	33.406	1	LUK 18:32!6
ἐμπεπλησμένοι	23.18	1	LUK 6:25!4
ἐμπεσοῦνται	15.121	1	LUK 6:39!15
ἐμπεσόντος	90.71	1	LUK 10:36!10
ἐμπτυσθήσεται	23.43	1	LUK 18:32!10
ἐμφόβων	25.256	1	LUK 24:5!1
ἐμὰ	92.2	1	LUK 15:31!14
ἐμὲ	92.1	5	LUK 10:16!10; LUK 10:16!14; LUK 24:39!25; LUK 9:48!14; LUK 9:48!19
ἐμὴν	92.2	1	LUK 22:19!23
ἐν	13.8	15	LUK 10:13!22; LUK 10:9!4; LUK 11:21!9; LUK 11:35!7; LUK 12:27!15; LUK 16:23!10; LUK 1:75!1; LUK 21:25!16; LUK 22:44!3; LUK 23:12!18; LUK 2:29!11; LUK 4:18!21; LUK 7:25!12; LUK 7:25!6; LUK 8:43!4
ἐν	23.50	1	LUK 21:23!3
ἐν	28.64	1	LUK 12:3!8
ἐν	28.71	1	LUK 12:3!4
ἐν	67.111	1	LUK 18:8!8
ἐν	67.136	49	LUK 11:1!3; LUK 11:27!3; LUK 12:38!2; LUK 12:38!6; LUK 12:58!10; LUK 13:14!19; LUK 13:14!23; LUK 16:25!11; LUK 17:11!3; LUK 17:14!12; LUK 17:26!11; LUK 17:26!4; LUK 17:28!4; LUK 18:30!11; LUK 18:30!6; LUK 18:35!3; LUK 19:13!15; LUK 1:21!10; LUK 1:25!6; LUK 1:36!11; LUK 1:39!4; LUK 1:5!2; LUK 1:8!3; LUK 1:8!7; LUK 21:23!9; LUK 21:6!6; LUK 23:29!5; LUK 23:7!18; LUK 24:15!3; LUK 24:18!20; LUK 24:30!3; LUK 24:4!3; LUK 24:51!3; LUK 2:1!3; LUK 4:2!11; LUK 4:21!12; LUK 4:25!9; LUK 4:5!11; LUK 5:1!3; LUK 5:12!3; LUK 5:12!7; LUK 5:35!13; LUK 6:12!16; LUK 6:12!3; LUK 8:5!10; LUK 9:18!3; LUK 9:29!3; LUK 9:33!3; LUK 9:36!16
ἐν	67.139	1	LUK 5:34!12
ἐν	67.33	42	LUK 10:12!5; LUK 10:14!7; LUK 10:35!21; LUK 11:31!4; LUK 11:32!4; LUK 12:12!7; LUK 12:42!23; LUK 12:46!13; LUK 12:46!7; LUK 13:1!4; LUK 13:10!8; LUK 14:1!3; LUK 14:14!12; LUK 14:5!18; LUK 17:24!22; LUK 17:31!1; LUK 19:15!3; LUK 19:42!5; LUK 1:59!3; LUK 20:1!3; LUK 20:19!13; LUK 20:33!4; LUK 21:36!3; LUK 23:12!10; LUK 24:13!6; LUK 2:27!10; LUK 2:43!5; LUK 2:6!3; LUK 3:21!3; LUK 4:16!14; LUK 4:31!12; LUK 5:17!3; LUK 6:1!3; LUK 6:23!2; LUK 6:6!3; LUK 6:7!9; LUK 7:21!1; LUK 8:13!24; LUK 8:22!3; LUK 9:34!12; LUK 9:36!2; LUK 9:51!3
ἐν	67.52	2	LUK 7:11!3; LUK 8:1!3
ἐν	83.13	113	LUK 10:13!9; LUK 10:20!18; LUK 10:7!1; LUK 11:1!7; LUK 11:43!15; LUK 11:43!9; LUK 12:28!3; LUK 12:3!18; LUK 12:33!15; LUK 12:52!7; LUK 13:10!4; LUK 13:28!21; LUK 13:29!14; LUK 13:4!10; LUK 13:6!10; LUK 14:15!13; LUK 15:25!8; LUK 15:4!18; LUK 15:7!6; LUK 16:23!18; LUK 16:23!2; LUK 16:24!27; LUK 17:31!14; LUK 17:31!23; LUK 18:22!21; LUK 18:3!4; LUK 19:20!14; LUK 19:38!14; LUK 19:38!9; LUK 19:44!16; LUK 19:44!8; LUK 19:47!7; LUK 19:5!18; LUK 1:21!13; LUK 1:22!12; LUK 1:31!4; LUK 1:41!14; LUK 1:44!19; LUK 1:65!10; LUK 1:79!3; LUK 1:80!10; LUK 20:1!11; LUK 20:42!5; LUK 20:46!13; LUK 20:46!18; LUK 21:21!18; LUK 21:21!3; LUK 21:25!4; LUK 21:27!9; LUK 21:37!5; LUK 22:16!12; LUK 22:30!9; LUK 22:53!7; LUK 22:55!4; LUK 23:19!7; LUK 23:43!11; LUK 23:7!16; LUK 24:18!18; LUK 24:27!12; LUK 24:32!11; LUK 24:44!23; LUK 24:49!15; LUK 24:53!5; LUK 24:6!12; LUK 2:11!10; LUK 2:12!11; LUK 2:14!2; LUK 2:16!16; LUK 2:19!10; LUK 2:21!24; LUK 2:23!3; LUK 2:24!8; LUK 2:25!5; LUK 2:34!20; LUK 2:43!13; LUK 2:46!8; LUK 2:49!12; LUK 2:51!22; LUK 2:7!21; LUK 2:8!4; LUK 3:15!8; LUK 3:17!4; LUK 3:2!14; LUK 3:4!11; LUK 3:4!3; LUK 4:1!15; LUK 4:15!4; LUK 4:20!13; LUK 4:23!23; LUK 4:24!11; LUK 4:25!13; LUK 4:27!5; LUK 4:28!5; LUK 4:33!2; LUK 5:16!5; LUK 5:22!14; LUK 5:29!7; LUK 5:7!5; LUK 6:23!14; LUK 6:41!17; LUK 6:41!7; LUK 6:42!13; LUK 6:42!19; LUK 6:42!41; LUK 7:25!18; LUK 7:28!13; LUK 7:32!5; LUK 7:37!14; LUK 7:37!6; LUK 7:9!18; LUK 8:27!22; LUK 8:27!27; LUK 9:12!29
ἐν	83.23	2	LUK 20:46!23; LUK 9:31!12
ἐν	83.47	11	LUK 10:31!7; LUK 12:51!6; LUK 13:19!24; LUK 13:26!10; LUK 13:6!18; LUK 13:7!14; LUK 19:36!8; LUK 24:32!16; LUK 24:35!5; LUK 8:32!8; LUK 9:57!4
ἐν	83.9	15	LUK 10:13!18; LUK 16:15!21; LUK 1:1!9; LUK 1:25!13; LUK 1:42!9; LUK 22:24!5; LUK 22:26!8; LUK 2:14!9; LUK 2:44!14; LUK 2:44!5; LUK 7:16!14; LUK 7:28!4; LUK 8:27!27; LUK 9:46!4; LUK 9:48!28
ἐν	84.22	9	LUK 17:6!19; LUK 19:30!7; LUK 21:38!8; LUK 23:19!13; LUK 23:53!9; LUK 2:7!14; LUK 3:20!10; LUK 7:17!6; LUK 8:15!3
ἐν	89.26	2	LUK 10:20!2; LUK 7:23!8
ἐν	89.48	1	LUK 1:17!18
ἐν	89.5	15	LUK 12:8!19; LUK 12:8!8; LUK 13:35!21; LUK 16:10!12; LUK 16:10!16; LUK 16:10!3; LUK 16:10!6; LUK 16:11!3; LUK 16:12!3; LUK 16:26!2; LUK 19:17!8; LUK 1:6!9; LUK 1:69!6; LUK 1:77!8; LUK 3:22!25
ἐν	89.76	15	LUK 10:17!15; LUK 10:27!16; LUK 10:27!22; LUK 10:27!28; LUK 11:20!3; LUK 12:15!13; LUK 14:34!11; LUK 20:2!8; LUK 20:8!10; LUK 21:34!9; LUK 24:19!19; LUK 24:35!12; LUK 4:14!5; LUK 8:10!16; LUK 9:49!8
ἐν	89.80	12	LUK 1:17!6; LUK 1:44!15; LUK 20:46!8; LUK 22:20!15; LUK 22:28!8; LUK 23:40!14; LUK 24:4!15; LUK 4:36!16; LUK 8:15!10; LUK 8:15!21; LUK 9:26!18; LUK 9:31!3
ἐν	89.84	1	LUK 1:78!6
ἐν	90.10	6	LUK 14:31!17; LUK 1:51!3; LUK 21:19!1; LUK 22:49!12; LUK 23:9!4; LUK 3:16!29
ἐν	90.23	1	LUK 19:38!6
ἐν	90.56	7	LUK 12:17!3; LUK 22:37!10; LUK 23:14!21; LUK 23:22!16; LUK 23:31!3; LUK 23:31!9; LUK 23:4!14
ἐν	90.6	6	LUK 11:18!16; LUK 11:19!12; LUK 11:19!4; LUK 2:27!3; LUK 3:16!29; LUK 4:1!12
ἐνάτης	60.56	1	LUK 23:44!16
ἐνέβη	15.95	1	LUK 8:22!9
ἐνέβλεψεν	24.9	1	LUK 22:61!5
ἐνένευον	33.485	1	LUK 1:62!1
ἐνέπαιζον	33.406	1	LUK 22:63!7
ἐνέπαιξαν	33.406	1	LUK 23:36!1
ἐνέπλησεν	23.17	1	LUK 1:53!2
ἐνέχειν	39.4	1	LUK 11:53!11
ἐναντίον	83.33	1	LUK 20:26!7
ἐναντίον	90.20	2	LUK 1:6!5; LUK 24:19!23
ἐνδέχεται	71.4	1	LUK 13:33!13
ἐνδόξοις	79.19	1	LUK 13:17!18
ἐνδόξῳ	79.19	1	LUK 7:25!14
ἐνδύματος	6.162	1	LUK 12:23!12
ἐνδύσατε	49.1	1	LUK 15:22!15
ἐνδύσησθε	49.1	2	LUK 12:22!21; LUK 24:49!20
ἐνεδιδύσκετο	49.1	1	LUK 16:19!7
ἐνεδρεύοντες	30.70	1	LUK 11:54!1
ἐνεδύσατο	49.1	1	LUK 8:27!19
ἐνενήκοντα	60.32	2	LUK 15:4!16; LUK 15:7!16
ἐνετύλιξεν	79.118	1	LUK 23:53!3
ἐνθάδε	83.1	1	LUK 24:41!15
ἐνιαυτὸν	67.146	1	LUK 4:19!2
ἐνισχύων	79.66	1	LUK 22:43!7
ἐννέα	60.18	3	LUK 15:4!17; LUK 15:7!17; LUK 17:17!12
ἐνομίζετο	31.29	1	LUK 3:23!12
ἐνοχλούμενοι	22.17	1	LUK 6:18!13
ἐντελεῖται	33.329	1	LUK 4:10!7
ἐντεῦθεν	84.9	2	LUK 13:31!13; LUK 4:9!23
ἐντιμότερός	87.6	1	LUK 14:8!13
ἐντολήν	33.330	2	LUK 15:29!15; LUK 23:56!14
ἐντολαῖς	33.330	1	LUK 1:6!12
ἐντολὰς	33.330	1	LUK 18:20!2
ἐντρέπομαι	87.11	1	LUK 18:4!20
ἐντραπήσονται	87.11	1	LUK 20:13!17
ἐντρεπόμενος	87.11	1	LUK 18:2!15
ἐντὸς	83.17	1	LUK 17:21!13
ἐντὸς	83.9	1	LUK 17:21!13
ἐνόντα	85.19	1	LUK 11:41!3
ἐνώπιον	83.33	13	LUK 12:9!5; LUK 12:9!9; LUK 14:10!25; LUK 15:10!6; LUK 1:17!4; LUK 1:19!12; LUK 1:76!10; LUK 23:14!16; LUK 24:43!3; LUK 4:7!5; LUK 5:18!17; LUK 5:25!4; LUK 8:47!19
ἐνώπιον	90.20	6	LUK 12:6!14; LUK 16:15!25; LUK 16:15!9; LUK 1:15!4; LUK 1:75!5; LUK 24:11!3
ἐνώπιόν	83.33	1	LUK 13:26!5
ἐνώπιόν	90.20	2	LUK 15:18!16; LUK 15:21!12
ἐξ	63.20	19	LUK 11:11!3; LUK 11:15!3; LUK 11:49!16; LUK 11:5!6; LUK 12:25!3; LUK 12:6!9; LUK 14:28!3; LUK 14:33!4; LUK 15:4!10; LUK 15:4!3; LUK 17:15!3; LUK 17:7!3; LUK 1:5!13; LUK 21:16!14; LUK 22:23!11; LUK 22:50!5; LUK 22:58!10; LUK 24:13!4; LUK 24:22!5
ἐξ	67.131	1	LUK 23:8!11
ἐξ	84.4	3	LUK 10:7!22; LUK 11:6!5; LUK 1:71!2
ἐξ	89.3	3	LUK 11:16!5; LUK 1:27!8; LUK 3:22!15
ἐξ	90.16	7	LUK 10:27!10; LUK 11:13!18; LUK 20:4!4; LUK 20:4!8; LUK 24:49!21; LUK 2:4!24; LUK 6:44!11
ἐξέβαλον	15.220	2	LUK 20:12!10; LUK 4:29!3
ἐξέδετο	57.177	1	LUK 20:9!14
ἐξέλθῃ	15.40	1	LUK 11:24!5
ἐξέλθῃς	15.40	1	LUK 12:59!5
ἐξέμαξεν	79.83	1	LUK 7:44!36
ἐξέμασσεν	79.83	1	LUK 7:38!22
ἐξέπνευσεν	23.103	1	LUK 23:46!19
ἐξέρχεσθε	15.40	1	LUK 9:4!11
ἐξέρχονται	15.40	1	LUK 4:36!25
ἐξέστησαν	25.220	2	LUK 24:22!7; LUK 8:56!2
ἐξήλθατε	15.40	4	LUK 22:52!19; LUK 7:24!14; LUK 7:25!3; LUK 7:26!3
ἐξήρχετο	15.40	2	LUK 4:41!1; LUK 6:19!12
ἐξίσταντο	25.218	1	LUK 2:47!1
ἐξαίφνης	67.113	2	LUK 2:13!2; LUK 9:39!7
ἐξαναστήσῃ	23.59	1	LUK 20:28!24
ἐξαπέστειλαν	15.68	2	LUK 20:10!19; LUK 20:11!12
ἐξαπέστειλεν	15.68	1	LUK 1:53!6
ἐξαποστέλλω	15.68	1	LUK 24:49!4
ἐξαστράπτων	14.47	1	LUK 9:29!18
ἐξεκομίζετο	15.198	1	LUK 7:12!10
ἐξεκρέματο	30.34	1	LUK 19:48!11
ἐξεκρέματο	68.15	1	LUK 19:48!11
ἐξελέγοντο	30.92	1	LUK 14:7!11
ἐξελέξατο	30.92	1	LUK 10:42!12
ἐξεληλυθυῖαν	15.40	1	LUK 8:46!12
ἐξεληλύθει	15.40	2	LUK 8:2!20; LUK 8:38!8
ἐξελθεῖν	15.40	2	LUK 6:12!7; LUK 8:29!7
ἐξελθόντα	15.40	1	LUK 8:33!1
ἐξελθόντες	15.40	1	LUK 10:10!11
ἐξελθόντι	15.40	1	LUK 8:27!1
ἐξελθόντος	15.40	2	LUK 11:14!10; LUK 11:53!2
ἐξελθὼν	15.40	6	LUK 14:18!16; LUK 15:28!11; LUK 1:22!1; LUK 22:39!2; LUK 22:62!2; LUK 4:42!4
ἐξεμυκτήριζον	33.409	2	LUK 16:14!10; LUK 23:35!6
ἐξενέγκατε	15.197	1	LUK 15:22!10
ἐξεπλάγησαν	25.219	1	LUK 2:48!4
ἐξεπλήσσοντο	25.219	2	LUK 4:32!2; LUK 9:43!1
ἐξεπορεύετο	15.40	1	LUK 4:37!2
ἐξερχόμενοι	15.40	2	LUK 9:5!7; LUK 9:6!1
ἐξερχόμενος	15.40	1	LUK 21:37!12
ἐξετείνατε	37.110	1	LUK 22:53!11
ἐξηγοῦντο	33.201	1	LUK 24:35!3
ἐξηράνθη	79.82	1	LUK 8:6!9
ἐξουθενήσας	88.195	1	LUK 23:11!1
ἐξουθενοῦντας	88.195	1	LUK 18:9!14
ἐξουσία	76.12	1	LUK 22:53!24
ἐξουσίαν	37.35	7	LUK 10:19!5; LUK 12:5!12; LUK 19:17!13; LUK 20:2!20; LUK 5:24!9; LUK 7:8!7; LUK 9:1!9
ἐξουσίαν	37.36	1	LUK 4:6!9
ἐξουσίαν	76.12	1	LUK 4:6!9
ἐξουσίας	37.36	1	LUK 23:7!6
ἐξουσίας	37.38	1	LUK 12:11!13
ἐξουσίᾳ	37.35	5	LUK 20:2!10; LUK 20:20!20; LUK 20:8!12; LUK 4:32!9; LUK 4:36!17
ἐξουσιάζοντες	37.48	1	LUK 22:25!13
ἐξωμολόγησεν	33.278	1	LUK 22:6!2
ἐξωμολόγησεν	33.359	1	LUK 22:6!2
ἐξῃτήσατο	33.166	1	LUK 22:31!6
ἐξῆλθεν	15.40	7	LUK 17:29!4; LUK 2:1!7; LUK 4:14!15; LUK 4:35!20; LUK 5:27!4; LUK 7:17!2; LUK 8:35!20
ἐξῆλθον	15.40	2	LUK 11:24!25; LUK 8:35!1
ἐπ	37.9	1	LUK 19:27!11
ἐπ	83.35	1	LUK 12:58!8
ἐπ	84.20	2	LUK 20:18!4; LUK 3:22!11
ἐπ	89.27	1	LUK 19:41!8
ἐπ	90.34	4	LUK 14:31!26; LUK 21:10!6; LUK 22:52!7; LUK 9:5!21
ἐπ	90.40	1	LUK 23:28!12
ἐπ	90.57	7	LUK 10:6!8; LUK 18:7!20; LUK 1:12!8; LUK 2:25!25; LUK 2:40!13; LUK 4:18!3; LUK 7:13!7
ἐπ	90.9	1	LUK 4:4!10
ἐπάνω	83.49	5	LUK 10:19!8; LUK 11:44!15; LUK 19:17!15; LUK 19:19!7; LUK 4:39!3
ἐπάρας	15.105	2	LUK 24:50!8; LUK 6:20!3
ἐπάρας	24.34	1	LUK 16:23!5
ἐπάρασά	33.78	1	LUK 11:27!8
ἐπάρατε	25.160	1	LUK 21:28!7
ἐπάταξεν	19.3	1	LUK 22:50!2
ἐπέβλεψεν	30.45	1	LUK 1:48!2
ἐπέγνωσαν	27.61	1	LUK 24:31!7
ἐπέγνωσαν	32.16	1	LUK 1:22!8
ἐπέδωκαν	57.75	1	LUK 24:42!3
ἐπέθηκαν	85.51	1	LUK 23:26!12
ἐπέθηκεν	85.51	1	LUK 13:13!2
ἐπέκειντο	68.16	1	LUK 23:23!3
ἐπέκρινεν	30.75	1	LUK 23:24!3
ἐπέλειχον	23.42	1	LUK 16:21!17
ἐπέμφθη	15.66	1	LUK 4:26!5
ἐπέπεσεν	13.122	1	LUK 1:12!7
ἐπέπεσεν	34.64	1	LUK 15:20!22
ἐπέστη	85.13	1	LUK 2:9!4
ἐπέστησαν	17.5	2	LUK 20:1!16; LUK 24:4!13
ἐπέστησαν	85.13	1	LUK 24:4!13
ἐπέστρεψαν	15.90	1	LUK 2:39!10
ἐπέστρεψεν	15.90	1	LUK 8:55!2
ἐπέταξας	33.325	1	LUK 14:22!8
ἐπέτρεψεν	13.138	1	LUK 8:32!21
ἐπέφωσκεν	14.41	1	LUK 23:54!7
ἐπέχων	24.33	1	LUK 14:7!7
ἐπίβλημα	6.157	2	LUK 5:36!31; LUK 5:36!9
ἐπίομεν	23.34	1	LUK 13:26!8
ἐπίστευσας	31.35	1	LUK 1:20!17
ἐπίσχυον	68.71	1	LUK 23:5!3
ἐπίτρεψόν	13.138	2	LUK 9:59!11; LUK 9:61!10
ἐπαγγελίαν	33.288	1	LUK 24:49!6
ἐπαθροιζομένων	15.132	1	LUK 11:29!4
ἐπαισχυνθήσεται	25.193	1	LUK 9:26!15
ἐπαισχυνθῇ	25.193	1	LUK 9:26!4
ἐπαιτεῖν	33.173	1	LUK 16:3!21
ἐπαιτῶν	33.173	1	LUK 18:35!15
ἐπανέρχεσθαί	15.91	1	LUK 10:35!23
ἐπαναγαγεῖν	54.5	1	LUK 5:3!15
ἐπαναπαήσεται	13.25	1	LUK 10:6!7
ἐπανελθεῖν	15.91	1	LUK 19:15!5
ἐπαύσαντο	68.34	1	LUK 8:24!21
ἐπαύσατο	68.34	2	LUK 11:1!12; LUK 5:4!3
ἐπείνασεν	23.29	2	LUK 4:2!18; LUK 6:3!15
ἐπεβίβασαν	15.98	1	LUK 19:35!15
ἐπεδίδου	57.75	1	LUK 24:30!15
ἐπεδόθη	57.75	1	LUK 4:17!2
ἐπεζήτουν	27.42	1	LUK 4:42!12
ἐπεθύμει	25.12	1	LUK 15:16!2
ἐπεθύμησα	25.12	1	LUK 22:15!6
ἐπειδὴ	89.32	1	LUK 11:6!1
ἐπεισελεύσεται	13.119	1	LUK 21:35!3
ἐπελεύσεται	15.83	1	LUK 1:35!9
ἐπελθὼν	39.47	1	LUK 11:22!5
ἐπεμελήθη	35.44	1	LUK 10:34!23
ἐπεποίθει	31.82	1	LUK 11:22!14
ἐπερχομένων	15.83	1	LUK 21:26!8
ἐπερωτᾶν	33.180	1	LUK 20:40!4
ἐπερωτῶντα	33.180	1	LUK 2:46!20
ἐπεσκέψατο	34.50	1	LUK 1:68!8
ἐπεσκίαζεν	14.62	1	LUK 9:34!8
ἐπετίμησεν	33.331	1	LUK 8:24!12
ἐπετίμησεν	33.419	4	LUK 4:35!2; LUK 4:39!5; LUK 9:42!11; LUK 9:55!3
ἐπετίμων	33.419	2	LUK 18:15!14; LUK 18:39!4
ἐπεφώνουν	33.77	1	LUK 23:21!3
ἐπεχείρησαν	68.59	1	LUK 1:1!3
ἐπεὶ	89.32	1	LUK 1:34!10
ἐπεῖδεν	30.45	1	LUK 1:25!9
ἐπηρεαζόντων	88.129	1	LUK 6:28!8
ἐπηρώτα	56.14	1	LUK 23:9!1
ἐπηρώτησέν	33.180	1	LUK 18:18!2
ἐπηρώτησαν	33.180	2	LUK 20:21!2; LUK 20:27!11
ἐπηρώτησεν	33.180	4	LUK 18:40!13; LUK 23:6!4; LUK 8:30!1; LUK 9:18!15
ἐπηρώτων	33.180	3	LUK 22:64!4; LUK 3:10!2; LUK 3:14!1
ἐπιβάλλει	85.51	1	LUK 5:36!14
ἐπιβάλλον	57.3	1	LUK 15:12!12
ἐπιβαλεῖν	37.110	1	LUK 20:19!8
ἐπιβαλοῦσιν	37.110	1	LUK 21:12!5
ἐπιβαλὼν	68.6	1	LUK 9:62!6
ἐπιβιβάσας	15.98	1	LUK 10:34!11
ἐπιβλέψαι	30.45	1	LUK 9:38!12
ἐπιβλέψαι	35.8	1	LUK 9:38!12
ἐπιγνοὺς	27.8	1	LUK 23:7!2
ἐπιγνοὺς	32.16	1	LUK 5:22!1
