Greek_Word	Meaning	Is_Key_Term	Ln_Domain	SemDom	SemDom_Name	Total_Unique_References	Refs
ἐσμέν	unknown	no	85A	8.5.3	Be at a place	1	LUK 9:12!32
ἐσμεν	unknown	no	13A	8;9.1.1	Be;States	1	LUK 17:10!14
ἐσπαργάνωσεν	unknown	no	49	5.3.7;5.4	Adornment;Wear clothing	1	LUK 2:7!9
ἐσπαργανωμένον	unknown	no	49	5.3.7;5.4	Adornment;Wear clothing	1	LUK 2:12!8
ἐσπλαγχνίσθη	unknown	no	25C	4.3.3	Love	3	LUK 10:33!10; LUK 15:20!19; LUK 7:13!6
ἐστάθησαν	unknown	no	17A	7.1.1	Stand	1	LUK 24:17!15
ἐστέ	unknown	no	13A	8;9.1.1	Be;States	1	LUK 24:38!6
ἐστέ	unknown	no	85A	8.5.3	Be at a place	2	LUK 13:25!31; LUK 13:27!8
ἐστήρικται	unknown	no	85B	7.3.4.3;7.5.9	Put;Put down	1	LUK 16:26!11
ἐστήρισεν	unknown	no	30E	3.3.1	Decide, plan	1	LUK 9:51!15
ἐστίν	unknown	no	13A	8;9.1.1	Be;States	3	LUK 10:29!12; LUK 11:35!10; LUK 6:36!8
ἐστίν	unknown	no	13C	9.1.1.1	Exist	4	LUK 14:22!12; LUK 6:32!10; LUK 6:33!10; LUK 6:34!11
ἐστίν	unknown	no	85A	8.5.3	Be at a place	1	LUK 21:30!13
ἐσταύρωσαν	unknown	no	20D	2.6.6.1	Kill	2	LUK 23:33!11; LUK 24:20!15
ἐστε	unknown	no	13A	8;9.1.1	Be;States	5	LUK 11:48!3; LUK 16:15!5; LUK 22:28!3; LUK 24:48!2; LUK 6:22!2
ἐστιν	unknown	no	13A	8;9.1.1	Be;States	60	LUK 10:22!12; LUK 10:22!21; LUK 10:42!3; LUK 11:23!8; LUK 11:29!12; LUK 11:34!21; LUK 11:34!5; LUK 11:41!11; LUK 12:15!20; LUK 12:23!5; LUK 14:17!17; LUK 14:31!16; LUK 14:35!8; LUK 15:31!16; LUK 16:10!19; LUK 16:10!9; LUK 16:17!3; LUK 17:1!8; LUK 18:25!3; LUK 18:27!12; LUK 19:3!7; LUK 19:9!19; LUK 20:14!11; LUK 20:17!8; LUK 20:2!15; LUK 20:44!10; LUK 20:6!13; LUK 21:31!11; LUK 22:38!14; LUK 22:59!20; LUK 22:64!8; LUK 23:35!18; LUK 23:6!9; LUK 24:21!6; LUK 4:22!22; LUK 4:24!10; LUK 5:21!11; LUK 5:23!2; LUK 5:39!12; LUK 6:35!25; LUK 6:48!2; LUK 6:49!8; LUK 6:5!5; LUK 7:23!3; LUK 7:27!2; LUK 7:28!20; LUK 7:28!9; LUK 7:39!28; LUK 7:4!13; LUK 7:49!10; LUK 8:17!3; LUK 8:25!17; LUK 8:30!9; LUK 9:33!17; LUK 9:35!9; LUK 9:38!20; LUK 9:48!33; LUK 9:50!17; LUK 9:62!17; LUK 9:9!10
ἐστιν	unknown	no	13C	9.1.1.1	Exist	3	LUK 18:29!10; LUK 1:61!7; LUK 6:43!3
ἐστιν	unknown	no	58J	8.3.5.4	Pattern, model	1	LUK 22:19!11
ἐστιν	unknown	no	85A	8.5.3	Be at a place	4	LUK 12:34!3; LUK 17:21!15; LUK 22:11!12; LUK 5:34!18
ἐστιν	unknown	no	89S	9.6.1.8	Equivalence	1	LUK 2:11!7
ἐστρωμένον	unknown	no	46	5	Daily life	1	LUK 22:12!6
ἐστὲ	unknown	no	13A	8;9.1.1	Be;States	1	LUK 11:44!4
ἐστὶν	unknown	no	13A	8;9.1.1	Be;States	15	LUK 11:21!11; LUK 12:1!24; LUK 12:42!7; LUK 13:18!5; LUK 13:19!2; LUK 13:21!2; LUK 18:16!20; LUK 1:36!18; LUK 1:63!7; LUK 22:53!18; LUK 23:15!14; LUK 23:7!8; LUK 6:20!17; LUK 6:47!17; LUK 8:11!8
ἐστὶν	unknown	no	13C	9.1.1.1	Exist	1	LUK 12:2!4
ἐστὶν	unknown	no	13D	9.1.2.1	Happen	1	LUK 24:29!11
ἐστὶν	unknown	no	85A	8.5.3	Be at a place	1	LUK 8:26!9
ἐσυκοφάντησα	unknown	no	33V'	4.7.5.3	Accuse, confront	1	LUK 19:8!22
ἐσχίσθη	unknown	no	63F	7.8	Divide into pieces	1	LUK 23:45!4
ἐσόμενον	unknown	no	13D	9.1.2.1	Happen	1	LUK 22:49!7
ἐσώθη	unknown	no	23H	2.5	Healthy	1	LUK 8:36!7
ἐτάφη	unknown	no	52	2.6.6.3;2.6.6.5	Bury;Funeral	1	LUK 16:22!22
ἐτέθη	unknown	no	85B	7.3.4.3;7.5.9	Put;Put down	1	LUK 23:55!17
ἐτέλεσαν	unknown	no	68C	6.1.2.3.5;6.1.3;6.1.3.2	Complete, finish;Difficult, impossible;Succeed	1	LUK 2:39!3
ἐτέχθη	unknown	no	23C	2.6.3	Birth	1	LUK 2:11!2
ἐταράχθη	unknown	no	25U	3.4.2.4.1	Worried	1	LUK 1:12!2
ἐτόλμων	unknown	no	25N	4.4.3;4.4.3.1	Brave;Respond to trouble	1	LUK 20:40!3
ἐτῶν	unknown	no	67I	8.4.1	Period of time	5	LUK 2:37!5; LUK 2:42!4; LUK 3:23!7; LUK 8:42!7; LUK 8:43!8
ἐφ	unknown	no	37A	7.2.6.2	Prevent from moving	2	LUK 12:14!12; LUK 19:14!17
ἐφ	unknown	no	83H	8.5.1.3	On	3	LUK 19:30!13; LUK 4:29!15; LUK 5:25!7
ἐφ	unknown	no	84B	7.3.4.7	Extend	3	LUK 13:4!5; LUK 20:18!9; LUK 23:30!7
ἐφ	unknown	no	90B	9.5.1.2	Instrument	1	LUK 11:22!12
ἐφ	unknown	no	90F	9.5	Case	1	LUK 18:9!8
ἐφ	unknown	no	90H	9.5	Case	2	LUK 11:17!11; LUK 11:18!6
ἐφ	unknown	no	90I	9.5.1;9.5.1.1	Beneficiary of an event;Primary cases	1	LUK 23:28!15
ἐφ	unknown	no	90M	9.5	Case	6	LUK 10:6!16; LUK 10:9!11; LUK 11:20!11; LUK 21:34!18; LUK 23:44!10; LUK 24:49!10
ἐφάνη	unknown	no	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 9:8!6
ἐφάνησαν	unknown	no	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 24:11!2
ἐφημερίας	unknown	no	11B	4.9.7	Religious organization	2	LUK 1:5!14; LUK 1:8!11
ἐφοβήθησαν	unknown	no	25V	3.4.2.4	Afraid	4	LUK 20:19!18; LUK 2:9!12; LUK 8:35!30; LUK 9:34!10
ἐφοβούμην	unknown	no	25V	3.4.2.4	Afraid	1	LUK 19:21!1
ἐφοβοῦντο	unknown	no	25V	3.4.2.4	Afraid	2	LUK 22:2!12; LUK 9:45!17
ἐφύλαξα	unknown	no	36C	4.5.4.2	Disobey	1	LUK 18:21!6
ἐφύτευον	unknown	no	43	6.2	Agriculture	1	LUK 17:28!12
ἐφύτευσεν	unknown	no	43	6.2	Agriculture	1	LUK 20:9!11
ἐφώνει	unknown	no	33F	3.5.1	Say	1	LUK 8:8!16
ἐφώνησεν	unknown	no	14I	2.3.2.3	Types of sounds	1	LUK 22:60!15
ἐφώνησεν	unknown	no	33F	3.5.1	Say	1	LUK 8:54!7
ἐχάρη	unknown	no	25K	3.4.1.2	Happy	1	LUK 23:8!7
ἐχάρησαν	unknown	no	25K	3.4.1.2	Happy	1	LUK 22:5!2
ἐχαρίσατο	unknown	no	57H	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	1	LUK 7:21!17
ἐχαρίσατο	unknown	no	57R	6.8.5;6.8.5.3	Borrow;Owe	2	LUK 7:42!6; LUK 7:43!9
ἐχθροί	unknown	no	39A	4.1.6	Disunity	1	LUK 19:43!9
ἐχθρούς	unknown	no	39A	4.1.6	Disunity	2	LUK 19:27!3; LUK 20:43!5
ἐχθροὺς	unknown	no	39A	4.1.6	Disunity	2	LUK 6:27!8; LUK 6:35!4
ἐχθροῦ	unknown	no	39A	4.1.6	Disunity	1	LUK 10:19!18
ἐχθρῶν	unknown	no	39A	4.1.6	Disunity	2	LUK 1:71!3; LUK 1:74!4
ἐχιδνῶν	unknown	no	88O	8.3.7.1	Bad	1	LUK 3:7!10
ἐχομένῃ	unknown	no	67J	8.4.1.2;8.4.1.2.2	Day;Yesterday, today, tomorrow	1	LUK 13:33!9
ἐχορτάσθησαν	unknown	no	23A	5.2.2	Eat	1	LUK 9:17!4
ἐχούσαις	unknown	no	23C	2.6.3	Birth	1	LUK 21:23!5
ἐχόντων	unknown	no	57A	6.8.1	Have wealth	1	LUK 7:42!2
ἐχόντων	unknown	no	74	9.4.2.1	Can	1	LUK 12:4!18
ἐὰν	unknown	no	71A	9.4.4.4;9.4.4.9	Impossible;Possible	4	LUK 10:22!30; LUK 17:33!2; LUK 7:23!5; LUK 9:57!14
ἐὰν	unknown	no	89J	9.6.2.8	Condition	16	LUK 10:6!2; LUK 12:45!1; LUK 13:3!5; LUK 13:5!5; LUK 14:34!5; LUK 15:8!7; LUK 17:3!11; LUK 17:3!3; LUK 17:4!2; LUK 19:40!7; LUK 20:6!1; LUK 22:68!1; LUK 4:7!3; LUK 5:12!27; LUK 6:33!2; LUK 6:34!2
ἑαυτούς	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 22:17!11; LUK 7:30!13
ἑαυτοὺς	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	5	LUK 16:15!8; LUK 17:14!7; LUK 20:20!6; LUK 20:5!5; LUK 22:23!6
ἑαυτοῖς	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	7	LUK 12:1!19; LUK 12:33!9; LUK 16:9!5; LUK 17:3!2; LUK 18:9!9; LUK 21:34!3; LUK 3:8!12
ἑαυτοῖς	unknown	no	92E	9.2.3.1	Reflexive pronouns	1	LUK 7:49!7
ἑαυτοῦ	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	11	LUK 11:21!7; LUK 11:26!8; LUK 13:19!11; LUK 14:26!32; LUK 14:27!6; LUK 14:33!11; LUK 15:20!7; LUK 16:5!9; LUK 19:13!5; LUK 24:27!18; LUK 2:3!8
ἑαυτόν	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 23:35!15
ἑαυτὰς	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 23:28!16
ἑαυτὴν	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 11:17!12; LUK 1:24!13
ἑαυτὸν	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	10	LUK 10:29!5; LUK 11:18!7; LUK 14:11!10; LUK 14:11!5; LUK 15:17!2; LUK 18:11!5; LUK 18:14!16; LUK 18:14!21; LUK 9:23!12; LUK 9:25!9
ἑαυτῆς	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	1	LUK 13:34!23
ἑαυτῶν	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	6	LUK 12:36!8; LUK 12:57!5; LUK 16:8!28; LUK 21:30!6; LUK 2:39!16; LUK 9:60!9
ἑαυτῷ	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	7	LUK 12:17!4; LUK 12:21!4; LUK 16:3!4; LUK 18:4!11; LUK 19:12!11; LUK 7:39!10; LUK 9:47!15
ἑβδομήκοντα	unknown	no	60B	8.1.1.1	Cardinal numbers	2	LUK 10:1!9; LUK 10:17!4
ἑκάστῳ	unknown	no	59C	8.1.5	All	1	LUK 4:40!18
ἑκατοντάρχης	centurion; captain	yes	55D	4.8.3.6.4	Soldier	2	LUK 23:47!4; LUK 7:6!19
ἑκατονταπλασίονα	unknown	no	60F	8.1.1.4	Multiples	1	LUK 8:8!13
ἑκατὸν	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 15:4!6
ἑνός	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 10:42!6
ἑνὶ	unknown	no	60B	8.1.1.1	Cardinal numbers	3	LUK 11:46!17; LUK 15:10!12; LUK 15:7!11
ἑνὶ	unknown	no	63A	8.1.6	Whole, complete	1	LUK 12:52!8
ἑνὶ	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 15:15!4; LUK 4:40!17
ἑνὸς	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 16:13!17
ἑξήκοντα	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 24:13!16
ἑξῆς	unknown	no	67J	8.4.1.2;8.4.1.2.2	Day;Yesterday, today, tomorrow	2	LUK 7:11!5; LUK 9:37!4
ἑορτὴ	unknown	no	51	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 22:1!4
ἑορτῆς	unknown	no	51	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 2:42!12
ἑορτῇ	unknown	no	51	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 2:41!11
ἑπτά	unknown	no	60B	8.1.1.1	Cardinal numbers	1	LUK 11:26!9
ἑπτάκις	unknown	no	60E	8.1.1.3	Number of times	2	LUK 17:4!10; LUK 17:4!3
ἑπτὰ	unknown	no	60B	8.1.1.1	Cardinal numbers	5	LUK 20:29!1; LUK 20:31!10; LUK 20:33!13; LUK 2:36!19; LUK 8:2!19
ἑσπέραν	unknown	no	67I	8.4.1	Period of time	1	LUK 24:29!10
ἑστάναι	unknown	no	85A	8.5.3	Be at a place	1	LUK 13:25!14
ἑστήκασιν	unknown	no	85A	8.5.3	Be at a place	1	LUK 8:20!11
ἑστηκότων	unknown	no	85A	8.5.3	Be at a place	1	LUK 9:27!9
ἑστὼς	unknown	no	85A	8.5.3	Be at a place	3	LUK 18:13!5; LUK 1:11!6; LUK 5:1!18
ἑστῶτα	unknown	no	85A	8.5.3	Be at a place	1	LUK 5:2!5
ἑτέρα	unknown	no	58F	8.3.5.2.3	Different	1	LUK 17:35!12
ἑτέραις	unknown	no	58F	8.3.5.2.3	Different	1	LUK 4:43!9
ἑτέραν	unknown	no	58F	8.3.5.2.3	Different	2	LUK 16:18!9; LUK 9:56!4
ἑτέρου	unknown	no	58F	8.3.5.2.3	Different	1	LUK 16:13!21
ἑτέρους	unknown	no	58F	8.3.5.2.3	Different	1	LUK 10:1!8
ἑτέρῳ	unknown	no	58F	8.3.5.2.3	Different	4	LUK 14:31!5; LUK 16:7!2; LUK 5:7!7; LUK 6:6!4
ἑτοιμάσαι	unknown	no	77	6.1.2.6	Prepare	3	LUK 1:17!21; LUK 1:76!12; LUK 9:52!14
ἑτοιμάσας	unknown	no	77	6.1.2.6	Prepare	1	LUK 12:47!14
ἑτοιμάσατε	unknown	no	77	6.1.2.6	Prepare	2	LUK 22:12!8; LUK 22:8!8
ἑτοιμάσωμεν	unknown	no	77	6.1.2.6	Prepare	1	LUK 22:9!7
ἑωρακέναι	unknown	no	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 24:23!12
ἑώρακαν	unknown	no	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 9:36!22
ἑώρακεν	unknown	no	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 1:22!11
ἓν	unknown	no	60B	8.1.1.1	Cardinal numbers	2	LUK 12:6!8; LUK 15:4!12
ἓν	unknown	no	92D	9.2;9.2.3	Part of speech;Pronouns	2	LUK 12:27!22; LUK 5:3!4
ἔβαλεν	unknown	no	15Z	7.3.1.1	Throw	1	LUK 13:19!8
ἔβαλεν	unknown	no	85B	7.3.4.3;7.5.9	Put;Put down	2	LUK 21:3!14; LUK 21:4!23
ἔβαλον	unknown	no	15Z	7.3.1.1	Throw	1	LUK 23:34!18
ἔβαλον	unknown	no	85B	7.3.4.3;7.5.9	Put;Put down	1	LUK 21:4!8
ἔβρεξέν	unknown	no	79O	1.3.3;1.3.3.1	Dry;Wet	1	LUK 7:44!28
ἔβρεξεν	unknown	no	14C	1.1.3.3	Rain	1	LUK 17:29!8
ἔγειρε	unknown	no	17A	7.1.1	Stand	1	LUK 5:24!21
ἔγειρε	unknown	no	23G	2.6;2.6.6	Die;Life	1	LUK 8:54!11
ἔγημα	unknown	no	34J	2.6.1;2.6.1.4	Divorce;Marriage	1	LUK 14:20!5
ἔγνων	unknown	no	28A	3.2.3	Know	2	LUK 16:4!1; LUK 8:46!10
ἔγνως	unknown	no	27A	3.2.2	Learn	1	LUK 24:18!15
ἔγνως	unknown	no	32B	3.2.4	Understand	2	LUK 19:42!4; LUK 19:44!21
ἔγνωσαν	unknown	no	28A	3.2.3	Know	1	LUK 2:43!17
ἔγνωσαν	unknown	no	32B	3.2.4	Understand	1	LUK 20:19!21
ἔγραψεν	unknown	no	33E	3.5.7;3.5.7.1	Reading and writing;Write	2	LUK 1:63!4; LUK 20:28!4
ἔδει	unknown	no	71D	9.4.3;9.4.3.2	Hortative;Moods	5	LUK 11:42!27; LUK 13:16!16; LUK 15:32!5; LUK 22:7!8; LUK 24:26!3
ἔδειξεν	unknown	no	28C	3.2.3.1	Known, unknown	2	LUK 24:40!4; LUK 4:5!4
ἔδησεν	unknown	no	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 13:16!7
ἔδοξε	unknown	no	30F	3.3.1.2	Choose	1	LUK 1:3!1
ἔδραμεν	unknown	no	15D'	7.2.1.1.1	Run	1	LUK 24:12!5
ἔδωκάς	unknown	no	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:23!5
ἔδωκας	unknown	no	57H	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	2	LUK 15:29!21; LUK 7:44!23
ἔδωκας	unknown	no	90N	9.5	Case	1	LUK 7:45!4
ἔδωκεν	unknown	no	13D	9.1.2.1	Happen	1	LUK 18:43!15
ἔδωκεν	unknown	no	37E	4.5.3.4	Appoint, delegate	1	LUK 9:1!5
ἔδωκεν	unknown	no	57H	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	5	LUK 10:35!8; LUK 19:13!6; LUK 22:19!7; LUK 6:4!16; LUK 7:15!9
ἔζησεν	unknown	no	23G	2.6;2.6.6	Die;Life	1	LUK 15:32!14
ἔθεντο	unknown	no	29A	3.2.6.3	Memorize	1	LUK 1:66!2
ἔθηκα	unknown	no	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:22!20
ἔθηκας	unknown	no	57Q	6.8.5;6.8.5.3	Borrow;Owe	1	LUK 19:21!11
ἔθηκεν	unknown	no	85B	7.3.4.3;7.5.9	Put;Put down	2	LUK 23:53!7; LUK 6:48!11
ἔθνεσιν	unknown	no	11B	4.9.7	Religious organization	1	LUK 18:32!4
ἔθνη	unknown	no	11C	4.6.6.5	Politics	3	LUK 12:30!5; LUK 21:24!9; LUK 24:47!14
ἔθνος	nation; people	yes	11C	4.6.6.5	Politics	4	LUK 21:10!5; LUK 21:10!7; LUK 23:2!10; LUK 7:5!4
ἔθος	unknown	no	41B	4.3.9;4.3.9.1	Culture;Custom	3	LUK 1:9!3; LUK 22:39!6; LUK 2:42!10
ἔθρεψαν	unknown	no	23A	5.2.2	Eat	1	LUK 23:29!21
ἔθυσας	unknown	no	20D	2.6.6.1	Kill	1	LUK 15:30!15
ἔθυσεν	unknown	no	20D	2.6.6.1	Kill	1	LUK 15:27!11
ἔκβαλε	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 6:42!27
ἔκκοψον	unknown	no	19B	7.8.3;7.8.5	Cut;Make hole, opening	1	LUK 13:7!21
ἔκλαιον	unknown	no	25L	2.6.6.4;3.5.6.4;3.5.6.5;4.2.8;4.2.8.1	Cry, tear;Humor;Laugh;Mourn;Serious	1	LUK 8:52!1
ἔκλασεν	unknown	no	19D	7.8.1	Break	1	LUK 22:19!5
ἔκλαυσεν	unknown	no	25L	2.6.6.4;3.5.6.4;3.5.6.5;4.2.8;4.2.8.1	Cry, tear;Humor;Laugh;Mourn;Serious	2	LUK 19:41!7; LUK 22:62!4
ἔκραζεν	unknown	no	33F	3.5.1	Say	1	LUK 18:39!12
ἔκρινας	unknown	no	30G	3.2.2.3	Evaluate, test	1	LUK 7:43!15
ἔκρυψεν	unknown	no	24A	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 13:21!7
ἔκστασις	unknown	no	25T	3.4.1.3	Surprise	1	LUK 5:26!2
ἔλαβεν	unknown	no	57G	6.8.2	Accumulate wealth	1	LUK 20:31!4
ἔλαβεν	unknown	no	90M	9.5	Case	2	LUK 5:26!3; LUK 7:16!1
ἔλαθεν	unknown	no	28E	3.2.3.1;3.2.3.3	Known, unknown;Secret	1	LUK 8:47!7
ἔλαιον	olive oil	yes	6S	6.2.5;6.2.5.4	Harvest;Plant product	1	LUK 10:34!8
ἔλαχε	unknown	no	30F	3.3.1.2	Choose	1	LUK 1:9!6
ἔλεγεν	unknown	no	33F	3.5.1	Say	10	LUK 10:2!1; LUK 13:14!12; LUK 16:5!10; LUK 21:10!2; LUK 23:34!4; LUK 23:42!2; LUK 3:11!3; LUK 5:36!1; LUK 6:20!11; LUK 6:5!2
ἔλεγον	unknown	no	33F	3.5.1	Say	4	LUK 22:65!5; LUK 24:10!17; LUK 4:22!19; LUK 9:31!5
ἔλεος	mercy	yes	88J	4.4.4.1	Mercy	4	LUK 10:37!7; LUK 1:50!3; LUK 1:58!13; LUK 1:72!2
ἔλθωσιν	unknown	no	15F	7.2.3.3.1	Arrive	1	LUK 16:28!12
ἔλθῃ	unknown	no	13B	9.1.1.2	Become, change state	1	LUK 8:17!18
ἔλθῃ	unknown	no	13D	9.1.2.1	Happen	1	LUK 22:18!21
ἔλθῃ	unknown	no	15F	7.2.3.3.1	Arrive	4	LUK 12:38!10; LUK 14:10!12; LUK 1:43!6; LUK 9:26!17
ἔλθῃς	unknown	no	15F	7.2.3.3.1	Arrive	1	LUK 23:42!7
ἔμενεν	unknown	no	85C	7.2.7.2	Stay, remain	1	LUK 8:27!25
ἔμιξεν	unknown	no	63C	7.5.3	Mix	1	LUK 13:1!17
ἔμπροσθέν	unknown	no	83F	8.5.1.1	In front of	2	LUK 19:27!18; LUK 7:27!19
ἔμπροσθέν	unknown	no	90E	9.5	Case	1	LUK 10:21!39
ἔμπροσθεν	unknown	no	83F	8.5.1.1	In front of	7	LUK 12:8!10; LUK 12:8!21; LUK 14:2!7; LUK 19:28!5; LUK 19:4!5; LUK 21:36!17; LUK 5:19!25
ἔμφοβοι	unknown	no	25V	3.4.2.4	Afraid	1	LUK 24:37!4
ἔν	unknown	no	83C	8.5.1.2.2;8.5.1.4	Between;Inside	1	LUK 18:2!5
ἔναντι	unknown	no	83F	8.5.1.1	In front of	1	LUK 1:8!13
ἔνθεν	unknown	no	84A	7.3.4.7	Extend	1	LUK 16:26!16
ἔντιμος	unknown	no	87B	4.5.5	Honor	1	LUK 7:2!12
ἔξελθε	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 4:35!9
ἔξεστιν	unknown	no	71D	9.4.3;9.4.3.2	Hortative;Moods	4	LUK 20:22!1; LUK 6:2!10; LUK 6:4!22; LUK 6:9!10
ἔξοδον	unknown	no	23G	2.6;2.6.6	Die;Life	1	LUK 9:31!7
ἔξω	unknown	no	83D	8.5.1.2.1;8.5.1.4.1	Around;Out, outside	4	LUK 13:25!13; LUK 13:33!16; LUK 1:10!9; LUK 8:20!12
ἔξω	unknown	no	84B	7.3.4.7	Extend	5	LUK 13:28!29; LUK 14:35!9; LUK 20:15!4; LUK 22:62!3; LUK 4:29!5
ἔξωθεν	unknown	no	83D	8.5.1.2.1;8.5.1.4.1	Around;Out, outside	2	LUK 11:39!12; LUK 11:40!6
ἔπειτα	unknown	no	67B	8.4.5	Relative time	1	LUK 16:7!1
ἔπεμψεν	unknown	no	15D	7.2.3.3;7.3.3.3	Leave;Send	3	LUK 15:15!11; LUK 7:19!1; LUK 7:6!16
ἔπεσεν	unknown	no	15L	7.2.2.5.1	Fall	4	LUK 13:4!7; LUK 8:5!16; LUK 8:7!3; LUK 8:8!3
ἔπεσεν	unknown	no	17E	7.1.5	Bow	1	LUK 17:16!2
ἔπινον	unknown	no	23A	5.2.2	Eat	2	LUK 17:27!2; LUK 17:28!9
ἔπλησαν	unknown	no	59D	8.1.8;8.1.8.1	Empty;Full	1	LUK 5:7!16
ἔπλυνον	unknown	no	47B	5.6	Cleaning	1	LUK 5:2!15
ἔπραξα	unknown	no	57G	6.8.2	Accumulate wealth	1	LUK 19:23!17
ἔπραξεν	unknown	no	42B	9.1.2	Do	1	LUK 23:41!14
ἔργοις	unknown	no	42B	9.1.2	Do	1	LUK 11:48!7
ἔργῳ	unknown	no	42B	9.1.2	Do	1	LUK 24:19!20
ἔρημον	unknown	no	1M	4.6.7.3	Countryside	2	LUK 4:42!7; LUK 7:24!17
ἔριφον	unknown	no	4A	1.6.1	Types of animals	1	LUK 15:29!22
ἔρρηξεν	unknown	no	23I	2.5.1;2.5.2	Disease;Sick	1	LUK 9:42!5
ἔρριπται	unknown	no	15Z	7.3.1.1	Throw	1	LUK 17:2!12
ἔρχεσθαι	unknown	no	15F	7.2.3.3.1	Arrive	4	LUK 10:1!28; LUK 12:45!15; LUK 18:16!10; LUK 9:23!10
ἔρχεταί	unknown	no	15F	7.2.3.3.1	Arrive	1	LUK 8:49!4
ἔρχεται	unknown	no	13D	9.1.2.1	Happen	3	LUK 17:1!18; LUK 17:20!17; LUK 17:20!7
ἔρχεται	unknown	no	15F	7.2.3.3.1	Arrive	8	LUK 12:39!13; LUK 12:40!14; LUK 12:54!16; LUK 14:26!3; LUK 14:27!8; LUK 3:16!11; LUK 7:8!23; LUK 8:12!10
ἔρχομαι	unknown	no	15F	7.2.3.3.1	Arrive	2	LUK 13:7!11; LUK 19:13!17
ἔρχονται	unknown	no	13D	9.1.2.1	Happen	1	LUK 23:29!3
ἔσεσθε	unknown	no	13A	8;9.1.1	Be;States	2	LUK 21:17!2; LUK 6:35!19
ἔσθητε	unknown	no	23A	5.2.2	Eat	1	LUK 22:30!2
ἔσκαψεν	unknown	no	19F	7.8.6	Dig	1	LUK 6:48!7
ἔσομαι	unknown	no	85A	8.5.3	Be at a place	1	LUK 9:41!13
ἔσονται	unknown	no	13A	8;9.1.1	Be;States	2	LUK 13:30!12; LUK 13:30!6
ἔσονται	unknown	no	13D	9.1.2.1	Happen	3	LUK 11:19!20; LUK 21:11!10; LUK 21:25!2
ἔσονται	unknown	no	85A	8.5.3	Be at a place	3	LUK 12:52!1; LUK 17:34!6; LUK 17:35!1
ἔσπειρα	unknown	no	43	6.2	Agriculture	1	LUK 19:22!25
ἔσπειρας	unknown	no	43	6.2	Agriculture	1	LUK 19:21!16
ἔσται	unknown	no	13A	8;9.1.1	Be;States	14	LUK 10:12!10; LUK 10:14!6; LUK 11:30!9; LUK 11:36!13; LUK 17:24!17; LUK 17:26!9; LUK 17:30!4; LUK 19:46!5; LUK 1:15!1; LUK 1:32!2; LUK 21:24!13; LUK 22:69!5; LUK 6:35!13; LUK 6:40!10
ἔσται	unknown	no	13B;13D	9.1.1.2;9.1.2.1	Become, change state;Happen	1	LUK 3:5!11
ἔσται	unknown	no	13C	9.1.1.1	Exist	1	LUK 12:55!8
