Greek_Word	SemDom	SemDom_Name	Total_Unique_References	Refs
ἐπεσκέψατο	4.2.1.4	Visit	1	LUK 1:68!8
ἐπεσκίαζεν	8.3.3.2	Dark	1	LUK 9:34!8
ἐπετίμησεν	4.5.3.2	Command	1	LUK 8:24!12
ἐπετίμησεν	4.8.4.1	Rebuke	4	LUK 4:35!2; LUK 4:39!5; LUK 9:42!11; LUK 9:55!3
ἐπετίμων	4.8.4.1	Rebuke	2	LUK 18:15!14; LUK 18:39!4
ἐπεφώνουν	3.5.1	Say	1	LUK 23:21!3
ἐπεχείρησαν	6.1.2;6.1.2.1	Method;Try, attempt	1	LUK 1:1!3
ἐπεὶ	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	1	LUK 1:34!10
ἐπεῖδεν	3.2.1;3.2.1.1	Mind;Think about	1	LUK 1:25!9
ἐπηρεαζόντων	4.3.4.1	Do evil to	1	LUK 6:28!8
ἐπηρώτα	4.7.5	Trial	1	LUK 23:9!1
ἐπηρώτησέν	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 18:18!2
ἐπηρώτησαν	3.5.1.5;3.5.1.5.1	Answer;Ask	2	LUK 20:21!2; LUK 20:27!11
ἐπηρώτησεν	3.5.1.5;3.5.1.5.1	Answer;Ask	4	LUK 18:40!13; LUK 23:6!4; LUK 8:30!1; LUK 9:18!15
ἐπηρώτων	3.5.1.5;3.5.1.5.1	Answer;Ask	3	LUK 22:64!4; LUK 3:10!2; LUK 3:14!1
ἐπιβάλλει	7.3.4.3;7.5.9	Put;Put down	1	LUK 5:36!14
ἐπιβάλλον	6.8.1	Have wealth	1	LUK 15:12!12
ἐπιβαλεῖν	4.6.6;4.6.6.1;4.6.6.1.1;7.2.6.1	Arrest;Catch, capture;Government functions;Police	1	LUK 20:19!8
ἐπιβαλοῦσιν	4.6.6;4.6.6.1;4.6.6.1.1;7.2.6.1	Arrest;Catch, capture;Government functions;Police	1	LUK 21:12!5
ἐπιβαλὼν	8.4.6.1	Start something	1	LUK 9:62!6
ἐπιβιβάσας	7.2.2;7.2.2.4	Move in a direction;Move up	1	LUK 10:34!11
ἐπιβλέψαι	3.2.1;3.2.1.1;4.3.4.2	Mind;Think about;Help	1	LUK 9:38!12
ἐπιγνοὺς	3.2.2	Learn	1	LUK 23:7!2
ἐπιγνοὺς	3.2.4	Understand	1	LUK 5:22!1
ἐπιγνοῦσα	3.2.2	Learn	1	LUK 7:37!11
ἐπιγνῶναι	3.2.6.2	Recognize	1	LUK 24:16!8
ἐπιγνῷς	3.2.4	Understand	1	LUK 1:4!2
ἐπιγραφήν	3.5.7;3.5.7.1	Reading and writing;Write	1	LUK 20:24!8
ἐπιγραφὴ	3.5.7;3.5.7.1	Reading and writing;Write	1	LUK 23:38!4
ἐπιδείξατε	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 17:14!6
ἐπιδώσει	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	2	LUK 11:11!16; LUK 11:12!5
ἐπιζητοῦσιν	3.3	Want	1	LUK 12:30!8
ἐπιθέντες	9.5	Case	1	LUK 10:30!22
ἐπιθυμήσετε	3.3.1.8	Lust	1	LUK 17:22!9
ἐπιθυμῶν	3.3.1.8	Lust	1	LUK 16:21!2
ἐπικεῖσθαι	7.7.4	Press	1	LUK 5:1!7
ἐπιλάβωνται	4.7.5.1	Investigate a crime	1	LUK 20:20!10
ἐπιλαβέσθαι	4.7.5.1	Investigate a crime	1	LUK 20:26!4
ἐπιλαβόμενοι	7.3.4.4	Hold	1	LUK 23:26!5
ἐπιλαβόμενος	7.3.4.4	Hold	2	LUK 14:4!5; LUK 9:47!10
ἐπιλελησμένον	3.2.6	Remember	1	LUK 12:6!13
ἐπιμελῶς	3.2.1;3.2.1.1	Mind;Think about	1	LUK 15:8!20
ἐπιούσιον	8.4.1;8.4.1.2;8.4.1.2.2	Period of time;Day;Yesterday, today, tomorrow	1	LUK 11:3!5
ἐπιπορευομένων	7.2.3.3.1	Arrive	1	LUK 8:4!9
ἐπιρίψαντες	7.3.1.1	Throw	1	LUK 19:35!8
ἐπισιτισμόν	5.2	Food	1	LUK 9:12!26
ἐπισκέψεται	4.2.1.4	Visit	1	LUK 1:78!8
ἐπισκιάσει	8.3.3.2	Dark	1	LUK 1:35!15
ἐπισκοπῆς	4.2.1.4	Visit	1	LUK 19:44!25
ἐπιστάτα	4.5.6.1	High status	2	LUK 17:13!7; LUK 8:24!7
ἐπιστεύσατε	3.2.5.1	Believe	1	LUK 20:5!16
ἐπιστρέψαι	3.4.1.1.8;3.4.1.2	Happy;Pleased with	1	LUK 1:17!11
ἐπιστρέψας	4.3.8;4.8.4.6	Change behavior;Repent	1	LUK 22:32!15
ἐπιστρέψει	3.2.5	Opinion	1	LUK 1:16!6
ἐπιστρέψῃ	7.2.3.6	Return	1	LUK 17:4!11
ἐπιστρεψάτω	7.2.3.6	Return	1	LUK 17:31!27
ἐπιστὰς	7.1.1	Stand	1	LUK 4:39!2
ἐπιστᾶσα	7.1.1	Stand	1	LUK 10:40!8
ἐπιστᾶσα	8.5.3	Be at a place	1	LUK 2:38!5
ἐπιστῇ	9.1.2.1	Happen	1	LUK 21:34!17
ἐπισυνάξαι	7.5.1	Gather	1	LUK 13:34!15
ἐπισυναχθήσονται	7.5.1	Gather	1	LUK 17:37!18
ἐπισυναχθεισῶν	7.5.1	Gather	1	LUK 12:1!3
ἐπιτάξῃ	4.5.3.2	Command	1	LUK 8:31!6
ἐπιτάσσει	4.5.3.2	Command	2	LUK 4:36!20; LUK 8:25!22
ἐπιτίθησιν	7.3.4.3;7.5.9	Put;Put down	1	LUK 15:5!3
ἐπιτίμησον	4.8.4.1	Rebuke	2	LUK 17:3!8; LUK 19:39!12
ἐπιτιθεὶς	7.3.4.3;7.5.9	Put;Put down	1	LUK 4:40!22
ἐπιτιμήσας	4.5.3.2	Command	1	LUK 9:21!3
ἐπιτιμῶν	4.8.4.1	Rebuke	2	LUK 23:40!5; LUK 4:41!18
ἐπιτρέψῃ	9.1.2.1	Happen	1	LUK 8:32!15
ἐπιτρόπου	4.6;4.6.4	Government;Rule	1	LUK 8:3!5
ἐπιφᾶναι	8.3.3	Light	1	LUK 1:79!1
ἐπιχέων	1.3.2	Movement of water	1	LUK 10:34!7
ἐπλήρωσεν	6.1.2.3.5;6.1.3;6.1.3.2	Complete, finish;Difficult, impossible;Succeed	1	LUK 7:1!2
ἐπλήσθη	8.1.8;8.1.8.1	Empty;Full	2	LUK 1:41!19; LUK 1:67!6
ἐπλήσθη	8.4.6.1.3	End	1	LUK 1:57!4
ἐπλήσθησαν	8.4.6.1.3	End	4	LUK 1:23!4; LUK 2:21!3; LUK 2:22!3; LUK 2:6!8
ἐπλήσθησαν	9.3.2	Completely	3	LUK 4:28!2; LUK 5:26!10; LUK 6:11!3
ἐποίει	9.1.2	Do	1	LUK 9:43!15
ἐποίει	9.5	Case	1	LUK 14:16!7
ἐποίησέν	4.3	Behavior	1	LUK 1:49!2
ἐποίησαν	9.1.2	Do	2	LUK 9:10!8; LUK 9:15!2
ἐποίησας	4.3	Behavior	1	LUK 2:48!14
ἐποίησεν	8;9.1.1	Be;States	1	LUK 5:29!2
ἐποίησεν	1.5.6	Growth of plants	1	LUK 8:8!11
ἐποίησεν	4.3	Behavior	2	LUK 8:39!10; LUK 8:39!21
ἐποίησεν	9.1.2	Do	4	LUK 16:8!11; LUK 17:9!7; LUK 6:10!13; LUK 6:3!12
ἐποίησεν	9.1.2.3;9.1.2.5	Create;Make	1	LUK 11:40!10
ἐποίησεν	6.8.2.7	Earn	1	LUK 19:18!10
ἐποίησεν	9.5	Case	3	LUK 1:68!10; LUK 23:22!10; LUK 3:19!20
ἐποίουν	4.3	Behavior	2	LUK 6:23!21; LUK 6:26!13
ἐποιήσατε	8;9.1.1	Be;States	1	LUK 19:46!14
ἐπορεύετο	7.2	Move	1	LUK 7:6!4
ἐπορεύετο	7.2.4	Travel	1	LUK 19:28!4
ἐπορεύετο	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 4:30!7
ἐπορεύθη	7.2.4	Travel	4	LUK 19:12!6; LUK 1:39!8; LUK 4:42!5; LUK 7:11!6
ἐπορεύθη	7.2.3.3;7.3.3.3	Leave;Send	1	LUK 22:39!3
ἐπορεύθησαν	7.2	Move	1	LUK 9:56!2
ἐπορεύοντο	7.2.4	Travel	3	LUK 24:28!7; LUK 2:3!2; LUK 2:41!2
ἐπράξαμεν	9.1.2	Do	1	LUK 23:41!8
ἐπροφήτευσεν	4.9.4.6	Prophecy	1	LUK 1:67!10
ἐπυνθάνετο	3.5.1.5;3.5.1.5.1	Answer;Ask	2	LUK 15:26!6; LUK 18:36!5
ἐπώλουν	6.8.4;6.8.4.1	Buy;Financial transaction	1	LUK 17:28!11
ἐπὰν	8.4.5	Relative time	2	LUK 11:22!1; LUK 11:34!22
ἐπὶ	3.2.3.1	Known, unknown	1	LUK 12:3!22
ἐπὶ	7.2.6.2	Prevent from moving	7	LUK 10:19!13; LUK 12:11!5; LUK 12:42!17; LUK 12:44!5; LUK 1:33!3; LUK 2:8!15; LUK 9:1!10
ἐπὶ	8.4.5	Relative time	1	LUK 10:35!2
ἐπὶ	8.4.5.2.2;8.4.5.2.3	At the same time;During	4	LUK 18:4!4; LUK 3:2!1; LUK 4:25!20; LUK 4:27!8
ἐπὶ	8.2.6;8.2.6.1;8.2.6.2;8.5.1.5;8.5.1.5.1	Distance;Far;Near;Next to;Touching, contact	4	LUK 12:54!10; LUK 20:37!9; LUK 22:30!5; LUK 5:27!11
ἐπὶ	8.5.1.1	In front of	1	LUK 21:12!20
ἐπὶ	8.5.1.3	On	20	LUK 10:34!14; LUK 17:31!7; LUK 17:34!8; LUK 18:8!20; LUK 19:44!14; LUK 21:23!17; LUK 21:25!11; LUK 21:35!9; LUK 21:6!11; LUK 22:21!10; LUK 22:30!15; LUK 2:14!6; LUK 4:25!30; LUK 4:9!8; LUK 5:18!5; LUK 5:24!11; LUK 6:17!6; LUK 6:29!4; LUK 6:48!13; LUK 6:49!12
ἐπὶ	7.3.4.7	Extend	22	LUK 11:33!12; LUK 15:4!23; LUK 15:5!4; LUK 19:23!9; LUK 19:35!12; LUK 19:4!7; LUK 19:5!4; LUK 22:40!3; LUK 22:44!16; LUK 23:1!9; LUK 23:33!4; LUK 24:1!8; LUK 24:12!6; LUK 24:22!11; LUK 24:24!7; LUK 5:11!5; LUK 5:19!11; LUK 5:36!15; LUK 8:13!3; LUK 8:16!13; LUK 8:27!4; LUK 8:6!4
ἐπὶ	9.6.2.4	Basis	1	LUK 5:5!12
ἐπὶ	9.6.2.5;9.6.2.5.1;9.6.2.5.2	Cause;Reason;Without cause	15	LUK 13:17!15; LUK 15:10!11; LUK 15:7!10; LUK 15:7!15; LUK 1:14!9; LUK 1:29!3; LUK 1:47!6; LUK 20:26!12; LUK 2:33!10; LUK 2:47!7; LUK 4:22!7; LUK 4:32!3; LUK 5:9!10; LUK 9:43!12; LUK 9:43!4
ἐπὶ	3.3.1.1;9.6.2.7;9.6.2.7.1	Purpose;Purpose, goal;Without purpose	2	LUK 23:48!6; LUK 4:43!19
ἐπὶ	9.6.1;9.6.1.1	And, also;Coordinate relations	2	LUK 12:25!7; LUK 3:20!4
ἐπὶ	9.5	Case	6	LUK 1:48!3; LUK 1:59!15; LUK 21:8!10; LUK 23:28!19; LUK 24:47!3; LUK 9:48!10
ἐπὶ	9.5	Case	11	LUK 11:17!17; LUK 12:52!12; LUK 12:52!16; LUK 12:53!10; LUK 12:53!14; LUK 12:53!18; LUK 12:53!24; LUK 12:53!3; LUK 12:53!7; LUK 21:10!10; LUK 22:52!17
ἐπὶ	9.5.1;9.5.1.1	Beneficiary of an event;Primary cases	1	LUK 1:16!7
ἐπὶ	9.5	Case	11	LUK 12:49!4; LUK 19:43!4; LUK 1:35!10; LUK 1:65!3; LUK 21:35!5; LUK 2:20!10; LUK 3:2!9; LUK 4:36!4; LUK 6:35!26; LUK 7:44!20; LUK 9:38!13
ἐπᾶραι	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 18:13!11
ἐπῄνεσεν	3.5.1.7	Praise	1	LUK 16:8!2
ἐρήμοις	4.6.7.3	Countryside	2	LUK 1:80!12; LUK 5:16!7
ἐρήμους	4.6.7.3	Countryside	1	LUK 8:29!32
ἐρήμωσις	7.9.3	Destroy	1	LUK 21:20!13
ἐρήμῳ	4.6.7.3	Countryside	5	LUK 15:4!20; LUK 3:2!16; LUK 3:4!13; LUK 4:1!17; LUK 9:12!30
ἐργάζεσθαι	6;6.1	Work;Work and occupation	1	LUK 13:14!22
ἐργάται	4.3	Behavior	1	LUK 13:27!13
ἐργάται	6;6.1	Work;Work and occupation	1	LUK 10:2!11
ἐργάτας	6;6.1	Work;Work and occupation	1	LUK 10:2!20
ἐργάτης	6;6.1	Work;Work and occupation	1	LUK 10:7!16
ἐργασίαν	4.3	Behavior	1	LUK 12:58!14
ἐρεῖ	3.5.1	Say	8	LUK 12:10!4; LUK 13:25!25; LUK 13:27!2; LUK 14:10!16; LUK 14:9!8; LUK 17:7!15; LUK 17:8!3; LUK 20:5!12
ἐρεῖτέ	3.5.1	Say	1	LUK 4:23!6
ἐρεῖτε	3.5.1	Say	2	LUK 19:31!10; LUK 22:11!2
ἐρημοῦται	7.9.3	Destroy	1	LUK 11:17!14
ἐροῦσιν	3.5.1	Say	3	LUK 17:21!2; LUK 17:23!2; LUK 23:29!7
ἐρχομένη	7.2.3.3.1	Arrive	1	LUK 18:5!16
ἐρχομένῳ	9.1.1.2	Become, change state	1	LUK 18:30!15
ἐρχομένῳ	7.2.3.3.1	Arrive	1	LUK 14:31!25
ἐρχόμενοι	7.2.3.3.1	Arrive	2	LUK 13:14!26; LUK 16:21!16
ἐρχόμενον	7.2.3.3.1	Arrive	2	LUK 21:27!8; LUK 23:26!9
ἐρχόμενος	7.2.3.3.1	Arrive	6	LUK 13:35!20; LUK 15:25!12; LUK 19:38!4; LUK 6:47!3; LUK 7:19!9; LUK 7:20!19
ἐρωτήσω	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 22:68!3
ἐρωτᾷ	3.3.2;3.5.1.5	Ask;Request	2	LUK 11:37!5; LUK 14:32!10
ἐρωτᾷ	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 19:31!5
ἐρωτῆσαι	3.5.1.5;3.5.1.5.1	Answer;Ask	1	LUK 9:45!18
ἐρωτῶ	3.3.2;3.5.1.5	Ask;Request	2	LUK 14:18!19; LUK 14:19!12
ἐρωτῶν	3.3.2;3.5.1.5	Ask;Request	1	LUK 7:3!12
ἐρῶ	3.5.1	Say	2	LUK 12:19!2; LUK 15:18!8
ἐσίγησαν	3.5.1.1;3.5.1.1.5	Say nothing;Voice	2	LUK 20:26!16; LUK 9:36!12
ἐσθίειν	5.2.2	Eat	1	LUK 12:45!24
ἐσθίετε	5.2.2	Eat	2	LUK 10:8!10; LUK 5:30!21
ἐσθίοντες	5.2.2	Eat	1	LUK 10:7!7
ἐσθίουσιν	5.2.2	Eat	1	LUK 5:33!22
ἐσθίων	5.2.2	Eat	2	LUK 7:33!7; LUK 7:34!6
ἐσθῆτα	5.3	Clothing	1	LUK 23:11!14
ἐσθῆτι	5.3	Clothing	1	LUK 24:4!16
ἐσκίρτησεν	7.2.1.1.3	Jump	2	LUK 1:41!11; LUK 1:44!14
ἐσμέν	8.5.3	Be at a place	1	LUK 9:12!32
ἐσμεν	8;9.1.1	Be;States	1	LUK 17:10!14
ἐσπαργάνωσεν	5.3.7;5.4	Adornment;Wear clothing	1	LUK 2:7!9
ἐσπαργανωμένον	5.3.7;5.4	Adornment;Wear clothing	1	LUK 2:12!8
ἐσπλαγχνίσθη	4.3.3	Love	3	LUK 10:33!10; LUK 15:20!19; LUK 7:13!6
ἐστάθησαν	7.1.1	Stand	1	LUK 24:17!15
ἐστέ	8;9.1.1	Be;States	1	LUK 24:38!6
ἐστέ	8.5.3	Be at a place	2	LUK 13:25!31; LUK 13:27!8
ἐστήρικται	7.3.4.3;7.5.9	Put;Put down	1	LUK 16:26!11
ἐστήρισεν	3.3.1	Decide, plan	1	LUK 9:51!15
ἐστίν	8;9.1.1	Be;States	3	LUK 10:29!12; LUK 11:35!10; LUK 6:36!8
ἐστίν	9.1.1.1	Exist	4	LUK 14:22!12; LUK 6:32!10; LUK 6:33!10; LUK 6:34!11
ἐστίν	8.5.3	Be at a place	1	LUK 21:30!13
ἐσταύρωσαν	2.6.6.1	Kill	2	LUK 23:33!11; LUK 24:20!15
ἐστε	8;9.1.1	Be;States	5	LUK 11:48!3; LUK 16:15!5; LUK 22:28!3; LUK 24:48!2; LUK 6:22!2
ἐστιν	8;9.1.1	Be;States	60	LUK 10:22!12; LUK 10:22!21; LUK 10:42!3; LUK 11:23!8; LUK 11:29!12; LUK 11:34!21; LUK 11:34!5; LUK 11:41!11; LUK 12:15!20; LUK 12:23!5; LUK 14:17!17; LUK 14:31!16; LUK 14:35!8; LUK 15:31!16; LUK 16:10!19; LUK 16:10!9; LUK 16:17!3; LUK 17:1!8; LUK 18:25!3; LUK 18:27!12; LUK 19:3!7; LUK 19:9!19; LUK 20:14!11; LUK 20:17!8; LUK 20:2!15; LUK 20:44!10; LUK 20:6!13; LUK 21:31!11; LUK 22:38!14; LUK 22:59!20; LUK 22:64!8; LUK 23:35!18; LUK 23:6!9; LUK 24:21!6; LUK 4:22!22; LUK 4:24!10; LUK 5:21!11; LUK 5:23!2; LUK 5:39!12; LUK 6:35!25; LUK 6:48!2; LUK 6:49!8; LUK 6:5!5; LUK 7:23!3; LUK 7:27!2; LUK 7:28!20; LUK 7:28!9; LUK 7:39!28; LUK 7:4!13; LUK 7:49!10; LUK 8:17!3; LUK 8:25!17; LUK 8:30!9; LUK 9:33!17; LUK 9:35!9; LUK 9:38!20; LUK 9:48!33; LUK 9:50!17; LUK 9:62!17; LUK 9:9!10
ἐστιν	9.1.1.1	Exist	3	LUK 18:29!10; LUK 1:61!7; LUK 6:43!3
ἐστιν	8.3.5.4	Pattern, model	1	LUK 22:19!11
ἐστιν	8.5.3	Be at a place	4	LUK 12:34!3; LUK 17:21!15; LUK 22:11!12; LUK 5:34!18
ἐστιν	9.6.1.8	Equivalence	1	LUK 2:11!7
ἐστρωμένον	5	Daily life	1	LUK 22:12!6
ἐστὲ	8;9.1.1	Be;States	1	LUK 11:44!4
ἐστὶν	8;9.1.1	Be;States	15	LUK 11:21!11; LUK 12:1!24; LUK 12:42!7; LUK 13:18!5; LUK 13:19!2; LUK 13:21!2; LUK 18:16!20; LUK 1:36!18; LUK 1:63!7; LUK 22:53!18; LUK 23:15!14; LUK 23:7!8; LUK 6:20!17; LUK 6:47!17; LUK 8:11!8
ἐστὶν	9.1.1.1	Exist	1	LUK 12:2!4
ἐστὶν	9.1.2.1	Happen	1	LUK 24:29!11
ἐστὶν	8.5.3	Be at a place	1	LUK 8:26!9
ἐσυκοφάντησα	4.7.5.3	Accuse, confront	1	LUK 19:8!22
ἐσχίσθη	7.8	Divide into pieces	1	LUK 23:45!4
ἐσόμενον	9.1.2.1	Happen	1	LUK 22:49!7
ἐσώθη	2.5	Healthy	1	LUK 8:36!7
ἐτάφη	2.6.6.3;2.6.6.5	Bury;Funeral	1	LUK 16:22!22
ἐτέθη	7.3.4.3;7.5.9	Put;Put down	1	LUK 23:55!17
ἐτέλεσαν	6.1.2.3.5;6.1.3;6.1.3.2	Complete, finish;Difficult, impossible;Succeed	1	LUK 2:39!3
ἐτέχθη	2.6.3	Birth	1	LUK 2:11!2
ἐταράχθη	3.4.2.4.1	Worried	1	LUK 1:12!2
ἐτόλμων	4.4.3;4.4.3.1	Brave;Respond to trouble	1	LUK 20:40!3
ἐτῶν	8.4.1	Period of time	5	LUK 2:37!5; LUK 2:42!4; LUK 3:23!7; LUK 8:42!7; LUK 8:43!8
ἐφ	7.2.6.2	Prevent from moving	2	LUK 12:14!12; LUK 19:14!17
ἐφ	8.5.1.3	On	3	LUK 19:30!13; LUK 4:29!15; LUK 5:25!7
ἐφ	7.3.4.7	Extend	3	LUK 13:4!5; LUK 20:18!9; LUK 23:30!7
ἐφ	9.5.1.2	Instrument	1	LUK 11:22!12
ἐφ	9.5	Case	1	LUK 18:9!8
ἐφ	9.5	Case	2	LUK 11:17!11; LUK 11:18!6
ἐφ	9.5.1;9.5.1.1	Beneficiary of an event;Primary cases	1	LUK 23:28!15
ἐφ	9.5	Case	6	LUK 10:6!16; LUK 10:9!11; LUK 11:20!11; LUK 21:34!18; LUK 23:44!10; LUK 24:49!10
ἐφάνη	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 9:8!6
ἐφάνησαν	2.3.1;2.5.4;2.5.4.1	Blind;Disabled;See	1	LUK 24:11!2
ἐφημερίας	4.9.7	Religious organization	2	LUK 1:5!14; LUK 1:8!11
ἐφοβήθησαν	3.4.2.4	Afraid	4	LUK 20:19!18; LUK 2:9!12; LUK 8:35!30; LUK 9:34!10
ἐφοβούμην	3.4.2.4	Afraid	1	LUK 19:21!1
ἐφοβοῦντο	3.4.2.4	Afraid	2	LUK 22:2!12; LUK 9:45!17
ἐφύλαξα	4.5.4.2	Disobey	1	LUK 18:21!6
ἐφύτευον	6.2	Agriculture	1	LUK 17:28!12
ἐφύτευσεν	6.2	Agriculture	1	LUK 20:9!11
ἐφώνει	3.5.1	Say	1	LUK 8:8!16
ἐφώνησεν	2.3.2.3	Types of sounds	1	LUK 22:60!15
ἐφώνησεν	3.5.1	Say	1	LUK 8:54!7
ἐχάρη	3.4.1.2	Happy	1	LUK 23:8!7
ἐχάρησαν	3.4.1.2	Happy	1	LUK 22:5!2
ἐχαρίσατο	6.8.3;6.8.3.1;7.4;7.4.1	Give, donate;Give, hand to;Have, be with;Share wealth	1	LUK 7:21!17
ἐχαρίσατο	6.8.5;6.8.5.3	Borrow;Owe	2	LUK 7:42!6; LUK 7:43!9
ἐχθροί	4.1.6	Disunity	1	LUK 19:43!9
ἐχθρούς	4.1.6	Disunity	2	LUK 19:27!3; LUK 20:43!5
ἐχθροὺς	4.1.6	Disunity	2	LUK 6:27!8; LUK 6:35!4
ἐχθροῦ	4.1.6	Disunity	1	LUK 10:19!18
ἐχθρῶν	4.1.6	Disunity	2	LUK 1:71!3; LUK 1:74!4
ἐχιδνῶν	8.3.7.1	Bad	1	LUK 3:7!10
ἐχομένῃ	8.4.1.2;8.4.1.2.2	Day;Yesterday, today, tomorrow	1	LUK 13:33!9
ἐχορτάσθησαν	5.2.2	Eat	1	LUK 9:17!4
ἐχούσαις	2.6.3	Birth	1	LUK 21:23!5
ἐχόντων	6.8.1	Have wealth	1	LUK 7:42!2
ἐχόντων	9.4.2.1	Can	1	LUK 12:4!18
ἐὰν	9.4.4.4;9.4.4.9	Impossible;Possible	4	LUK 10:22!30; LUK 17:33!2; LUK 7:23!5; LUK 9:57!14
ἐὰν	9.6.2.8	Condition	16	LUK 10:6!2; LUK 12:45!1; LUK 13:3!5; LUK 13:5!5; LUK 14:34!5; LUK 15:8!7; LUK 17:3!11; LUK 17:3!3; LUK 17:4!2; LUK 19:40!7; LUK 20:6!1; LUK 22:68!1; LUK 4:7!3; LUK 5:12!27; LUK 6:33!2; LUK 6:34!2
ἑαυτούς	9.2;9.2.3	Part of speech;Pronouns	2	LUK 22:17!11; LUK 7:30!13
ἑαυτοὺς	9.2;9.2.3	Part of speech;Pronouns	5	LUK 16:15!8; LUK 17:14!7; LUK 20:20!6; LUK 20:5!5; LUK 22:23!6
ἑαυτοῖς	9.2;9.2.3	Part of speech;Pronouns	7	LUK 12:1!19; LUK 12:33!9; LUK 16:9!5; LUK 17:3!2; LUK 18:9!9; LUK 21:34!3; LUK 3:8!12
ἑαυτοῖς	9.2.3.1	Reflexive pronouns	1	LUK 7:49!7
ἑαυτοῦ	9.2;9.2.3	Part of speech;Pronouns	11	LUK 11:21!7; LUK 11:26!8; LUK 13:19!11; LUK 14:26!32; LUK 14:27!6; LUK 14:33!11; LUK 15:20!7; LUK 16:5!9; LUK 19:13!5; LUK 24:27!18; LUK 2:3!8
ἑαυτόν	9.2;9.2.3	Part of speech;Pronouns	1	LUK 23:35!15
ἑαυτὰς	9.2;9.2.3	Part of speech;Pronouns	1	LUK 23:28!16
ἑαυτὴν	9.2;9.2.3	Part of speech;Pronouns	2	LUK 11:17!12; LUK 1:24!13
ἑαυτὸν	9.2;9.2.3	Part of speech;Pronouns	10	LUK 10:29!5; LUK 11:18!7; LUK 14:11!10; LUK 14:11!5; LUK 15:17!2; LUK 18:11!5; LUK 18:14!16; LUK 18:14!21; LUK 9:23!12; LUK 9:25!9
ἑαυτῆς	9.2;9.2.3	Part of speech;Pronouns	1	LUK 13:34!23
ἑαυτῶν	9.2;9.2.3	Part of speech;Pronouns	6	LUK 12:36!8; LUK 12:57!5; LUK 16:8!28; LUK 21:30!6; LUK 2:39!16; LUK 9:60!9
ἑαυτῷ	9.2;9.2.3	Part of speech;Pronouns	7	LUK 12:17!4; LUK 12:21!4; LUK 16:3!4; LUK 18:4!11; LUK 19:12!11; LUK 7:39!10; LUK 9:47!15
ἑβδομήκοντα	8.1.1.1	Cardinal numbers	2	LUK 10:1!9; LUK 10:17!4
ἑκάστῳ	8.1.5	All	1	LUK 4:40!18
ἑκατοντάρχης	4.8.3.6.4	Soldier	2	LUK 23:47!4; LUK 7:6!19
ἑκατονταπλασίονα	8.1.1.4	Multiples	1	LUK 8:8!13
ἑκατὸν	8.1.1.1	Cardinal numbers	1	LUK 15:4!6
ἑνός	8.1.1.1	Cardinal numbers	1	LUK 10:42!6
ἑνὶ	8.1.1.1	Cardinal numbers	3	LUK 11:46!17; LUK 15:10!12; LUK 15:7!11
ἑνὶ	8.1.6	Whole, complete	1	LUK 12:52!8
ἑνὶ	9.2;9.2.3	Part of speech;Pronouns	2	LUK 15:15!4; LUK 4:40!17
ἑνὸς	8.1.1.1	Cardinal numbers	1	LUK 16:13!17
ἑξήκοντα	8.1.1.1	Cardinal numbers	1	LUK 24:13!16
ἑξῆς	8.4.1.2;8.4.1.2.2	Day;Yesterday, today, tomorrow	2	LUK 7:11!5; LUK 9:37!4
ἑορτὴ	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 22:1!4
ἑορτῆς	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 2:42!12
ἑορτῇ	4.2.2;4.2.2.1;4.2.2.2;4.2.2.3	Celebrate;Ceremony;Festival, show;Social event	1	LUK 2:41!11
ἑπτά	8.1.1.1	Cardinal numbers	1	LUK 11:26!9
ἑπτάκις	8.1.1.3	Number of times	2	LUK 17:4!10; LUK 17:4!3
ἑπτὰ	8.1.1.1	Cardinal numbers	5	LUK 20:29!1; LUK 20:31!10; LUK 20:33!13; LUK 2:36!19; LUK 8:2!19
ἑσπέραν	8.4.1	Period of time	1	LUK 24:29!10
ἑστάναι	8.5.3	Be at a place	1	LUK 13:25!14
ἑστήκασιν	8.5.3	Be at a place	1	LUK 8:20!11
ἑστηκότων	8.5.3	Be at a place	1	LUK 9:27!9
ἑστὼς	8.5.3	Be at a place	3	LUK 18:13!5; LUK 1:11!6; LUK 5:1!18
ἑστῶτα	8.5.3	Be at a place	1	LUK 5:2!5
ἑτέρα	8.3.5.2.3	Different	1	LUK 17:35!12
ἑτέραις	8.3.5.2.3	Different	1	LUK 4:43!9
ἑτέραν	8.3.5.2.3	Different	2	LUK 16:18!9; LUK 9:56!4
